#TYPE Selected.OleViewDotNet.Database.COMTypeLibVersionEntry
"TypelibId","Version","Name","Win32Path","Win64Path","Locale","Source","NativePath","ComGuid"
"2df8d04c-5bfa-101b-bde5-00aa0044de52","2.6","Microsoft Vbe UI 7.1 Object Library","C:\Program Files (x86)\Microsoft Office\Root\VFS\ProgramFilesCommonX86\Microsoft Shared\VBA\VBA7.1\VBEUI.DLL",,"0","LocalMachine","C:\Program Files (x86)\Microsoft Office\Root\VFS\ProgramFilesCommonX86\Microsoft Shared\VBA\VBA7.1\VBEUI.DLL","2df8d04c-5bfa-101b-bde5-00aa0044de52"
"2df8d04c-5bfa-101b-bde5-00aa0044de52","2.7","","C:\Program Files (x86)\Microsoft Office\root\VFS\ProgramFilesCommonX86\Microsoft Shared\Office16\MSO.DLL",,"0","LocalMachine","C:\Program Files (x86)\Microsoft Office\root\VFS\ProgramFilesCommonX86\Microsoft Shared\Office16\MSO.DLL","2df8d04c-5bfa-101b-bde5-00aa0044de52"
"2df8d04c-5bfa-101b-bde5-00aa0044de52","2.8","Microsoft Office 16.0 Object Library","C:\Program Files (x86)\Microsoft Office\Root\VFS\ProgramFilesCommonX86\Microsoft Shared\OFFICE16\MSO.DLL",,"0","LocalMachine","C:\Program Files (x86)\Microsoft Office\Root\VFS\ProgramFilesCommonX86\Microsoft Shared\OFFICE16\MSO.DLL","2df8d04c-5bfa-101b-bde5-00aa0044de52"
"2e7d6a71-56ce-4a77-b58f-05dfff85e251","1.0","TabBtnEx 1.0 Type Library",,"C:\Windows\System32\TabBtnEx.dll","0","LocalMachine","C:\Windows\System32\TabBtnEx.dll","2e7d6a71-56ce-4a77-b58f-05dfff85e251"
"2ffdc44d-1269-4e67-9bc0-2486240e97f8","1.0","PrinterCustomActionsLib",,"C:\Windows\System32\Microsoft.Uev.PrinterCustomActions.dll","0","LocalMachine","C:\Windows\System32\Microsoft.Uev.PrinterCustomActions.dll","2ffdc44d-1269-4e67-9bc0-2486240e97f8"
"3050f1c5-98b5-11cf-bb82-00aa00bdce0b","4.0","Microsoft HTML Object Library","C:\Windows\SysWOW64\mshtml.tlb","C:\Windows\System32\mshtml.tlb","0","LocalMachine","C:\Windows\SysWOW64\mshtml.tlb","3050f1c5-98b5-11cf-bb82-00aa00bdce0b"
"3050f4e0-98b5-11cf-bb82-00aa00bdce0b","1.0","OptsHold 1.0 Type Library","C:\Windows\SysWOW64\mshtmled.dll","C:\Windows\System32\mshtmled.dll","0","LocalMachine","C:\Windows\SysWOW64\mshtmled.dll","3050f4e0-98b5-11cf-bb82-00aa00bdce0b"
"3120ba9f-4fc8-4a4f-ae1e-02114f421d0a","1.0","Microsoft OneNote 15.0 Extended Type Library",,"C:\Program Files (x86)\Microsoft Office\root\VFS\ProgramFilesX64\Microsoft Office\Office16\ONBttnIE.dll\106","0","LocalMachine","C:\Program Files (x86)\Microsoft Office\root\VFS\ProgramFilesX64\Microsoft Office\Office16\ONBttnIE.dll\106","3120ba9f-4fc8-4a4f-ae1e-02114f421d0a"
"32a11b9f-9c1d-46c2-b66f-6c05211135e1","1.0","Cellcore 2nd party interface","C:\WINDOWS\system32\cellularapi.dll",,"0","LocalMachine","C:\WINDOWS\system32\cellularapi.dll","32a11b9f-9c1d-46c2-b66f-6c05211135e1"
"333c7bc1-460f-11d0-bc04-0080c7055a83","1.1","Tabular Data Control 1.1 Type Library","C:\Windows\SysWOW64\tdc.ocx","C:\Windows\System32\tdc.ocx","0","LocalMachine","C:\Windows\SysWOW64\tdc.ocx","333c7bc1-460f-11d0-bc04-0080c7055a83"
